ResponseId,ClimateLong,Post,Climate_headline,Climate_fraction_ai,Climate_fraction_ai_assisted,Climate_fraction_human,Post_headline,Post_fraction_ai,Post_fraction_ai_assisted,Post_fraction_human
R_81OmSsRRwVloI81,"more extreme weather situations such as heatweaves, droughts, floods etc., and with that big effects on out agriculture & food supplys, a biodiversity loss, species dying, the rising sea level (people will lose their homes - mostly outside of Europe i would say)","In my opinion, one of the most influencial thing we as students in Zurich can do to contribute to combating climate change, is using public transport. Motorized individual transport is one of the biggest emitters of climate gases here in Switzerland. Especially because Zurich has such a good public transport system, I think it is an easy way to reduce emissions that way. Of course going by foot or using your bike ist also great:)",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2o4RCuTWh6egxZP,"The people will suffer and are alreasy suffering - and the people of the Global North are the first to feel it. Plus it will bring a biodiversity collapse, which will have domino effects on the whole environment.","A study found that 96% of students in ZÃ¼rich believe climate change is a global threat. While it is good, that the topic receives more awareness, we have to make sure that we don't fall into a feeling of hopelessness. Talk about it with other people, go plant some wild flowers and see if you can do something good in your local community. Go out and connect with nature. But don't forget, that it is our system and big corporations which are our biggest problem! So if you have the means and capacity donate or get active in an organization which fights climate change on a global level. Every step of small change or action in your daily life is a step in the right direction!",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8dzmJJQrx36Zvun,Unnecessary flight travels and car usage. Especially for short distance or a short stay.,To combat climate change one should use public transportation and limit use of other means of transport like e-scooters. In addition we should limit our meals to local ingredients.,Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_837KXpTFuxUJq7O,The temperature is getting higher and higher in the future,"1. We should use public transport / walk / cycle as much as possible
2. When eating in mensa, try vegan food.
3. Reduce food waste
4. Buy second-hand goods
5. Recycle waste correctly
6. Save energy at home/ University",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_5EglDYQFeUEx9nT,"Hunger, inhabatability on great streches of land, fires, crumbling governments in affected areas, wars",.,Fully Human Written,0.0,0.0,1.0,AI Detected,0.0,0.0,0.0
R_3a2pn5eG4YHyNI5,The loss of diversity in our nature and the irreversible destruction of it,"Every student can contribute to combating climate change by first of all being more conscious about their actions and their influences on the climate. This includes transportation, food and other aspects of life. For example realizing the CO2 emission from choosing the car to go to university every day and as a result making a conscious change to public transport or bicycle.",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_6qx3nnKMHi7nje1,"atmosphere disturbance, famine","You have to conscious of you lifestyle. Whether it's diet, clothing, or transportation, everything has an impact on the climate. 
However, I think the direct influence of an individual's lifestyle is only minimal.
The industry as a whole needs to change, not just the individuals within it.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_1TpDdr3vlxg2AZZ,Whole countries going under water. Unpredictable harsh weather. Massive number of deaths.,"The best way to combat climate change is by being conscious of your purchases and limiting the number of things you buy, and only buying products that are actually sustainable and not green-washed.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_7P5ZUxvWqkjiYPg,"Different weather phenomenon frequencies, change in production locations for weather linked products like food, also affecting animal habitats",I do not think that we have a statistically relevant impact on changes of the climate. I do not think there is anything to worry about. Although I agree with the goal of a clean energy source because of the impact of your local environment and animals habitat I donât agree with the premise that the goal should be to minimize carbon emissions. Striving for clean energy should definitely be a big priority but that is a question for science to solve and not for politicians to tax everyday people thinking that they will change the weather. Whether someone uses a car or not has no measurable impact,Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_1SII11G0TesDJ4V,"The rising sea levels, more extreme weather (more draughts and more rain at once), more fish dying due to increased C02 levels in water","In daily life one can should try to reduce their waste by buying less, but more durable things. Avoiding food waste is also important. Next to this, one can try taking public transport or even a bike for the daily commutes or a train rather than a flight for longer journeys.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2oyXG9G5Md7cmhE,"More natural disasters such as earthquakes, etc., longevity of the earth","By introducing small changes to oneâs everyday life itâs possible to contribute to combating climate change. This can range from bringing your own cutlery for lunch instead of using single use plastic cutlery, to using public transport or choosing to go on holiday by train instead of flying. These changes mostly do not require a huge change of lifestyle or much effort and are therefore easier to introduce, which makes it a better/easier option for a lot of people. Additionally, by implementing these small changes step by step, one might also be more inclined and open to bigger or more impactful changes.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2YXRlknpobp63my,"Emigration of huge masses from poorer and more strongly affected region. Not only do many people lose their homes and possessions, there will lost likely be an increase in xenophobia and racism due to the large immigration in europe, which at this point in time is already very bad. Furthermore, we will lose huge populations of animals and biodiversity will be strongly reduced, resulting in the loss of whole ecosystems/habitats. Overall, the quality of life on this planet would plummet absurdily.","While many people don't take huge measures to combat climate change, many people in our generation still have a environmental consciousness, and with that come slight changes in our daily lives. People are becoming more aware of where to buy clothes, and second hand shopping has gained immense popularity .While being good for the environment has lead to the gentrification if thrifting which has made it unaffordable for people with low income who up until now have somewhat relied on second hand shops. Furthermore, me and many people around me only by biodrgradable/environmentally friendly care and household products such as soap, detergent, cleaner etc. Furthermore, at least in Switzerland, society is becoming less and less car dependent, which is also contributing to a decrease in emissions. Many of us also think twice before booking flights now and travelling by train has become very popular (also being a much morr comfortable mode of transport in my opinion).",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_1pQl7oBanlTavAq,"Rising temperatures, water issues, weather conditions",Students can bike to school/work. Students can eat less meat. Students can shopping in second hand store. Students can borrow things from each other,Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_2BUWjWozLrq2iVb,inhabitable world. natural disasters,"We can combat climate change by doing the small things right. Take the cycle, tram or bus instead of the car. Go on vacation locally or with the train. Eat local food. The small things also matter",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_6FkgmE8WInJmCA1,"Rising temperatures harming agriculture, potentially causing more starvation in some regions of the world. Destabilization of the ecosystems around the globe.","Please, stop using cars. They are extremely evil. Doesn't matter if they are electric or fossil-fueled: just the act of making cars are extremely harmful to the environments. If Switzerland have trains climbing vertical mountains, then less ""vertically challenged"" countries can do it as well. Sheeple, you all have to reject car propaganda and return to trains, as God intended.",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_8LdxcNC087dgsex,"Many habitats become inhabitable, forcing migration
More and more extreme weather conditions, overly affecting the global south, who emitted barely anything","We, as students in Zurich, are among the most privileged people on our planet. I see it as our responsibility to take accountability and do our part to mitigate the climate disaster we are heading towards. I believe that we must take action now, whatever that means for each one of us; You can play a part by voting for parties that take climate change seriously, by researching and donating to charities that help those most affected (which is mostly those living in the global south, who have emitted the smallest share of greenhouse gases), or by making conscious decision in your consumption.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8oDek80CYTHUBAR,living spaces will be changed,"Taking less airplanes, planting more trees. The nature is in ourselves.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_3utC6yZRCTZFT8t,The heat and also extreme weather which causes a lot of damage (people and property). Also it's the people who are not really responsible for this who will suffer the most (climate injustice).,-,Fully Human Written,0.0,0.0,1.0,AI Detected,0.0,0.0,0.0
R_8lrDOxDEBLNpS0v,"Extreme weather, animal extinction",There are many things we can do in our daily lives to protect the Earth. We can choose public transportation or bikes instead of cars to reduce carbon emissions. We can also reduce pollution by using less plastic and recycling.,Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_3Tz8Kcq3euy7mCZ,lower crop yield due to higher temperatures,There are many ways to reduce one's personal impact on climate change by choosing eco-friendlier modes of transport or by choice of food.,Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_7Mmc69IgyXy08x7,"Extreme weather events, impacts on our ocean, rising sea levels","Combatting climate change starts with everyday habits and activities. Why not cycle or take public transport instead of using a car? Consider how much meat and dairy you are consuming. Can you reduce your consumption and switch to mostly vegetarian and vegan options? If you are visiting your parents or friends across Europe, consider taking a train instead of flying. Instead of single-use plastic and packaging, consider preparing a meal at home and bringing it in a reusable glass Tupperware. There are many things we can do as students to tackle climate change. Most importantly, staying educated and informing those around us to raise awareness.",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_8tKabtjr0WJ5ZeB,The temperature increase and the extreme weather condition,"If everyone in zurich would use the public transportation, I think that would already help a lot in a big city like zurich. Also it is well organzied that so many people can use it.",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_2Xj7ldWpEmqafu1,loss of biodiversity and therefore there is less clean water and agriculture will suffer. also the melting of glaciers which will cause many regions to be inacessible,"I think its very important that, if possible, everyone uses public transport as much as they can. Another simple thing that anyone can do is save energy by simply turning of the lights, hanging clothes up to dry instead of using the dryer and so on.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2d64nUGVahjfxRF,"Short term: Weather changes cause agricultural problems, Mid term: More severe problems in mostly already arid environments cause mass migrations as regions become uninhabitable. (although maybe other regions become inhabitable) Long term: Hard to judge, potentially gulf stream issues,

","The daily confrontation with the negative prospects of climate change can feel overwhelming - but we as students can still play a role to combat it! Start with taking small steps: be mindful of your energy use and emissions. Cycle to Uni and think twice if you really need meat for lunch @ mensa. 

Its not about fixing everything at once - its about doing what you can wherever you are.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_875ekiF9wz1y0CZ,"Reduction of Biodiversity, rising temperatures, more natural disasters, famine etc.","Even if changes in our daily lives may seem like they will not have a big impact, if we all contribute together we can make a difference! Use public transport to come to Uni, think about alternatives to flying when planning your next trip or vacation, especially if you're travelling in Europe and try eating more vegetarian or vegan alternatives. I believe in you! Together we can create a better future.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_77lM66vrqXSaGzf,"Natural disasters, food shortage, loss of infrastructure, refugees","To combat climate change, order a Halloumi Sandwich instead of a Chicken Shaurma when you go to the lovely Orient World take away!",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_5IX9FFamHzbIzAe,Decrease of drinkable water,We can make small changes to prevent climate change. We must be aware that our daily activities can have a huge impact in the long run. The problems we face now might be worse in the future. Letâs take action today.,Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_1iuaUPXIBOhkYdb,"extreme weather conditions, global food and water insecurity, migration, social strain","It is crucial in times we live in not to lose courage to take action, and not to think that small things don't matter - to talk about it often with family and friends in order to keep the topic relevant because that way we automatically handle resources more consciously in our daily lives.",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_2Yhs9eQ4OyGrU2J,Crop failures and irreversible biome changes,"Overconsumption is an unregulated issue driven by social media content creators. Clothes, electronic devices and collector's goodies are bought in excess and are difficult if not impossible to recycle and reuse due to their construction. Reselling on second-hand websites does not solve the issue as it skirts the responsibility of ownership by passing on the now existing object to another person, and recycling does not offset the emissions and damage created through the manufacturing of the goods. Aside from reducing the intake of animal products, reducing overall consumption is a critical environmental move.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_87wbtmzZzOJ1RFB,"Drastic weather situations, floods, food supply problems, heat, change of plants and animals","Two simple changes in our daily life include changing our means of transportation, as well as our meals. Choosing to go to work by bike and eating less meat can already make an impact.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_5e2GBmOzGCsEyCl,Energy resource war,"What we can contribute most is to use less one-time take-away box. For example, when going to one of our favourite take-away restaurants - The Lemongrass Thai food, we can bring our own lunch box more often, so the owner doesn't need to give us the foam/plastic box and maybe she will give us a little bit more portion :)",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2aF7xkUJjKNJI3t,"I think extreme weather events such as extreme heat, floods, hailstorms will become more common. This will make it harder to produce enough food and this in turn will lead to more food scarcity.","Combating climate change can be done in many different ways. The easiest options are the ones that can be included in your daily life, like choosing an environmentally friendly menu for lunch or to take public transport or a bike to university. There's also the option to organize events like a clothes swap that reduces the amount of clothes that get thrown away every year. While the planning of those events takes a bit more time, the results can be even more rewarding. Reducing waste such as plastic packaging is another way to help save the environment. How about replacing plastic wrap with a beeswax cloth?",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8zMvZAfX2Y5FDmu,"Reduction in biodiversity, and reduction in habitable space (humans and other animals as well)","As mere students there probably isnât all that much we can achieve as individuals. So my suggested approach would be to appeal to local and national politicians to actually do their work, and realise the wishes of the public to fight climate change.
For this to work, we of course have to be a somewhat united front.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8NFmtqFnHEYrRuJ,"I think the most serious consequences are various environmental disasters susch as floods, extreme heat, storms, etc. Such disasters trigger a chain of further damage. The less privileged countries, in particular, are feeling the consequenes of climate change, while we in Europe are onlny feeling the effects slightly for example, in form of unusually warm or cold weather","Global warming is a serious problem and something urgently needs to be done about it. It would be very effectiv if everyone incorporated small things into their everyday lives, susch as recycling, buying secondhand clothes or using public transport whenever possible. These are just a few examples of many small things that can have a big impact if we all stick to them.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8UbZWMhN8Iqw8YS,"The main effect we can see is the ecological imbalance. Due to rise in temperature, the earth is facing serious climate issues. The natural disasters like floods and landslides are more frequent. We have longer summers and heat waves are produced that are affecting whole world and especially the topical countries near equator. The glaciers are melting which is causing problems like rise in sea level. All these problems then ultimately lead to nature imbalance which is very harmful for not only Europe but for the whole world.","In 2013, I was a victim of the Uttarakhand flood disaster in India which was the turning point that made me realize how real and urgent climate change is. Since then, I've tried to adopt small consistent habits with my family, like reducing plastic use and conserving energy. As a geomatics student with interest in climate studies, I understand the underlying cause of climate change, and I want to aware all other people about this serious issue those to still deny that there is no climate change issue. As a student I would encourage people to reduce plastic use and would request all supermarkets to remove plastic bags and use recyclable bags to carry stuff. I would also encourage people to use more public transport, choose sustainable products and basically question their daily choices that impact the environment. I strongly believe, even a small step, when done by large number of people can create a real change.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2nI2LJJNccsSxxl,"Das Ãberleben der Menschheit und der Natur ist gefÃ¤hrdet. Wassermangel, Unwetter, Verlust der BiodiversitÃ¤t, Krankheiten, Pandemien, Kriege","Um dem Klimawandel entgegenzuwirken, helfen schon alltÃ¤gliche Verhaltensanpssungen. So spart man mit der Bentzung des Ã¶ffentlichen Verkehrs und unmoterisierten Fahrzeugen eine Menge CO2. Kleider von guter QualitÃ¤t, die nachhaltig produziert wurden, kÃ¶nnen lange getragen werden. Food waste wird durch gute Planung vermieden. So gibt es noch viele Tipps, welche helfen kÃ¶nnen, den eigenen CO2 Fussabdruck zu minimieren.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8RWFoylGAWAUjhL,Flooding,"There are a few things for students in Zurich to do to possibly contribute to combating climate change in daily life. First, using public transport or riding bikes insteading of driving. Second, we should use less disposable products. Personally, I bring reusable bags when I go to supermarkets, then I don't need to buy single use plastic bags. Third, separate plastics bottles, paper and cartons from the trash and recycle them properly. Fourth, buying second-hand stuff could be a cost-effective and environmental friendly option. There are many second-hand stores in Zurich. I also got some of my furnitures from Facebook Marketplace for a reasonable price. Besides, when no one is using certain electronic devices,unplug them to save energy. Last but not least, plan the amount of food for meals to avoid food waste. For events of the student association I'm in, it's common to encourage people to bring tupperwares to take leftovers.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8eLClLvfGhMLRN1,Extreme Weather conditions,It is important that we vote accordingly because the big problem are the Companys so we need to limit them and the things they can do. Plus we can go by bike or public transportation or throw things in the trash evrey thing helps,Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8rOlUsiR02KrVO4,"sea level rise, climate","We can take the train instead of the plane and not travel internationally as much, as well as living of a plant based diet .
",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_8YVccmz5CMN8rkM,The world as we know it will seize to exist and certain things we can freely do right now simply wonât be an option anymore.,Living in zurich makes it very easy to make use of public transportation rather than using the car daily. I think itâs a small thing but still something that can be done to do your part.,Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2ptDSQAJsgyPLVC,"agriculture becomes less easy to control, imbalance of food resources, but for Europe, the climate change is a good thing, as the temperature becomes higher, more food can be produced locally","It's very easy to try buying food produced nearby instead of buying avocados produced from south America. In this way, we save lots of energy on food transportation.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2PLU8qz5aQslFV0,melting of glaciers. changes in biodiversity. disruption of natureâs balance.,"contributing to combating climate change can be done on multiple levels. in daily life one can make conscious choices such as reducing meat consumption and opting for sustainable transportation - for example, cycling to school or minimizing air travel. additionally, limiting the waste of food, water and electricity contributes to the fight against climate change.",Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_2OJx4JLiJZbgmQN,"The most serious consequence in my option is the release of methane from the permafrost triggering the irreversible feedback loop. Once we cross this tipping point, temperatures will continue to rise causing severe consequences for the world!","At personal level, students can certainly make the most impact by reducing meat consumption and eating more locally produced meals. Sustainability should be seamlessly woven into every student committee and activity, rather than leaving it solely to the environmental groups to organize few namesake events. This momentum must then be carried into our careers, embedding sustainability in the workforce. True change starts from the bottom up!",Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_8ewudlRkXDqCFqR,"Rising temperatures, biodiversity and habitat loss, increasing natural disasters","Combating climate change is not an easy task, and the level of contribution we can achieve towards it depends on various factors, such as resources, finances, time... Naturally, as students, we may not yet be able to contribute in a bigger scale, but that does not mean that we can't contribute towards it. In fact, everyone can fight against climate change, and by simply doing small actions such as recycling, reducing waste... we can contribute a lot as a collective. After all, to change the world, we must first change and act ourselves.",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_2Tw5VCidCiWQ1J5,"More natural disasters, increase of infections and diseases, higher possibility of extreme events like flooding or droughts","Everything starts by small individual steps, like waste sorting and reducing the amount of food we trash. These little steps will generally raise our awarness towards climate change. It is to me imperative to spread awareness and convince people who don't take climate change seriously to act immediateley. Staring with small individual steps, will lead to big steps taken all together.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8nME6P2Pkm9m5LK,Famine,Explore fun opportunities to help the world fight again climate change,Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_9IRk1YMwWBNlBUi,Species Extinction and Degragation of Living Environment,Start saving our planet: one tap at a time,Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_2EfxlPIhRtNgWVH,"natural catastrophes like flooding, droughts etc and therefore destruction of living spaces","Climate change is a global threat that affects all of us to some extent, so everybody should take action. Sometimes it's just small things that eventually have a big impact, for example buying second-hand clothes, using public transport and go for products made in Switzerland. The most important thing is to be aware of the climate change and it's consequences it has on us. Even by only talking about the subject, we can raise awareness for the topic and therefore increase pressure on politics and the big companies to take action as well.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2LMWik6thz3itoF,I am not sure.,"I am not sure what to write. To be completely honest, I have never really thought about climate change. There are so many other issues to consider and countless other problems to solveâit's hard to tell which are more or less important.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8XduOIk2H5IyZEt,"natural catastrophes, hunger, extinction of animal and plant species","I think that students in Zurich can contribute to combating climate change like everyone else as well. Meaning e.g. separating waste, using public transports, making less waste, flying less, buying local products, recycling and upcycling more, etc.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8s4FgSFZkfKME1Z,loss of living space and environmental disasters due to extreme weather conditions,"Did you know that 96% of all students believe climate change is a global threat? That includes most of us here in Zurich. However, while the problem is global, the solution can start right where you are!",Fully AI Generated,1.0,0.0,0.0,Fully AI Generated,1.0,0.0,0.0
R_7Eg6wWFtUkGyyDt,"Mainly weather changes: more extreme weather like storms, droughts which will lead to issues with food production. Then sea levels rising, different animal species going endangered.","There's many small and bigger things university students can do to fight climate change in their everyday lives. It starts with living sustainably, recycling, shopping from second hand stores and making sure the food they purchase is locally produced. Additionally, things like travel can have a huge impact, for example reducing the number of flights they take if traveling by train is a possibility. Or taking public transport instead of driving with their personal car every day.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2EzooPJ5YeIlmLd,More extrem weather conditions e.g more heat waves or storms and natural distasters,"As students we can eat less meat. In ZÃ¼rich there are many vegan food spots. But not only less meat but consider to eat seasonal foods and locally produced goods.
There are other crucial aspects in mobility, students can use public transport. The public transportation system is dense and excellent.
",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_84pzRXLkcE6zSLk,"Extreme weather events, such as droughts, may threaten human health and displace populations.",,Fully AI Generated,1.0,0.0,0.0,,,,
R_8AEYBP1llIaNVgf,Extreme weather conditions,"It is easy to blame large companies and politicians for climate change. However, the responsibility starts with each and every one if us. Letâs start taking the matter into our own hands.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2ab0P8ErtMgbm20,"fast fashion, food waste, corporations","
I love going to second-hand shops around Zurich. I think it is something nice to do, not only by getting new clothes, but by doing so I do not follow the fast fashion trend. I get something that has been loved and I can love it anew.",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_8KGFhz9ra7KcVGF,"Water level rise, pollution leading to habitat destruction, long term consequences for the future generations.","I believe that if every student were to put in minor efforts that could begin from being more conscious buyers to setting good examples by taking more actions than speaking, the minor efforts will yield a major impact. In my opinion, one of the most problematic issue in todayâs society is blindly practicing actions that are seemingly eco-friendly, but in fact not. So many consumer products are green washing art-pieces of large companies, and people unintentionally just play along without further questioning or researching. Being educated and well informed about the truths and ethical practices may be the first step young adults could take in beginning to create real impacts.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8synSWI1t2ubsBz,Very hot temperatures,As a student you can start by bringing your own coffee cup instead of consuming plastic ones twice a day. You can eat less or no meat and inform yourself on how to have a healthy plant-based diet. These are long-term changes that arenât too hard to implement in your day to day life without having to give up a lot.,Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8q8XVhXaDkVKuUd,That larger parts of the earth will become inhabitable and the strain on food resources.,"One thing I believe everyone in Zurich can do is use public transportation as often as possible. Because we have the privilege of a clean and punctual transportation, there often isnât a good reason not to use it (unless some other form of climate friendly transportation is used, for example a bike or walking. Another example of what we could do is to reduce our plastic waste. Especially water bottles. We have plenty of fountains with clean drinking water so again plastic water bottles can easily be reduced by bringing a reusable bottle and filling it up. These are some things I believe everyone in Zurich is able to do to combat climate change.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8dMlZVSAuZDl0v1,I think the most serious consequences of climate change are the extreme weather and environmental damage.,"Fighting climate change is certainly a global threat, but individuals, such as students, can definitely make a difference with small daily actions! These actions can include the conscious use of means of transport, the reduction of meat consumption or the reduction of food waste.",Fully AI Generated,1.0,0.0,0.0,Fully AI Generated,1.0,0.0,0.0
R_2hFHiGPkmw50jKk,"sea level rise, extreme weather events, migration and conflict","Fighting climate change as students in Zurich ð
- eat more plant-based
- use public transport, bike, or walk
- fly less, take trains
- buy less, buy smart
- save energy at home
- get active in uni sustainability groups
- vote for climate action

Small steps, big impact. Letâs make it part of our everyday life ð±",Fully AI Generated,1.0,0.0,0.0,Fully AI Generated,1.0,0.0,0.0
R_2tM72463aKyJLi2,"Climate change causes more heatwaves in Europe, leading to health problems and even deaths, especially among the elderly. It also brings stronger storms and floods that damage homes and crops. Around the world, rising sea levels threaten coastal cities and force people to leave their homes. Climate change also harms animals and plants, making some species disappear.","We can help fight climate change by doing simple stuff like using public transport, eating less meat, and not wasting energy. Even small changes matter.",Fully AI Generated,1.0,0.0,0.0,Fully AI Generated,1.0,0.0,0.0
R_6XW1LP4gPhGFCsV,"water level will rise and flood a big part of europe, it'll get even warmer, even more natural disasters, animal diversity will shrink","I'm not an expert in climate change but of what I learned over the years I don't believe in carbon footprints. Big companies try to distract from themselves and want to influence humans into thinking they alone can change something. I often drive with my bicycle and use the train to go to uni but how does that really benefit the climate if there are companies who shoot out CO2 into the air in a day what the whole population of the world won't produce in years. In my opinion the only thing students really can do is to draw attention to the real problem and in the future try to not engage in or with these companies or found such companies. A big problem is politics. The politicians know what the problem is but they won't solve it because the problem is profitable for them: lobbyism! 
In conclusion I don't really think that we can do something meaningful during the time we're studying. Students have other problems as solving the one's our parents and grandparents caused. I don't wanna say it's not good to use the bicycle, the train often or eat less meat, it is but mostly more for your own health. The only thing I think we can really make an impact is to make a difference in the future. Go into politics and change something, try to find and invent good alternatives for fossil fuels for examples or just draw attention to the problem!",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2dEquanOGcLmkcp,Natural catastrophies like droughts and wildfires which in the future will have the power to destroy whole cities and countries.,"Use your bicycle to go to uni or public transport, there is no need for a car or a motorbike in a city like ZÃ¼rich and make use of the waste separation system at your uni to easily contribute to the fight against climate change.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8NEtQ02VqICq0cH,I think the most serious consequences of climate change are the effects of famine on marginalised groups.,"The way we can individually combat climate change is by regarding each of our actions as significant. We should stop regarding one plastic bottle as minimal issue, and instead we should do our best to reduce all plastic wastage and move to sustainable choices in our lives. Furthermore, this is also a valid point for our diets. It is vital to stop consuming so many animal products. Therefore, we should do our best to shift to a vegan or vegetarian diet. Overall, if we regard each of our actions and the subsequent consequences it has for the environment, we will be able to tackle the issue of climate change.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2I74NiDcC5TjfBg,"For the world: hunger, landloss, poverty
For Europe specifically I fear the golf stream to weaken which would result in a extreme reduction of temperature (we would have a similar climate to north America at the same latitude). This again would result in most of agriculture to not work anymore, tourism would not be the same. Europe would have to change its whole life as we know it now.","As students, we want to contribute within the boundaries we have. We normally have a small budget, so we should eat less meat, it's cheaper anyway. We should travel by public transit or bike (this, again, is cheaper anyway). We have the privilege of higher education, so we should share it with our friends and family in order to educate them about climate issues. Hopefully, they trust us and send the message to their peers and vote accordingly in the next elections. We should vote as well (it's free!).
As students, we are not bound to holidays given by our employer, so we should take a little more time and travel by train instead of plane, when going on holiday.
Some of the best holidays I've been on has been long distance bike tours. When you have the time (and like biking), I highly recommend doing this. It's a cheap, climate friendly holiday, where you really get to know the people and the land you bike through.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8oLdCKeiR6ENofc,Climate catastrophes and resulting migration and change of quality of life.,"Students can make a difference by taking small actions, like reducing waste.",Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_2Rx07nyMBSxvgUF,Reaching the point of no return where the consequences can no longer be undone.,"As humans, we have a responsibility to the planet to take care of it. Everyone of us is a small cog in the system of the human race machine. If we all change our behavior, we can all change the system.",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_23ZTv0lhUtySLPM,Extreme weather events,"In my opinion, to contribute to combating climate change, we should all make conscious choices. Activities in our daily routine that do not contribute to increasing greenhouse gas emissions should be prioritised. Conscious choices regarding food, transport and consumption should be made.",Fully AI Generated,1.0,0.0,0.0,Fully AI Generated,1.0,0.0,0.0
